RepRapFirmware height map file v2 generated at 2017-11-24 00:19, mean error -0.020, deviation 0.037
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
35.00,200.00,14.00,168.00,-1.00,23.00,22.00,8,8
 -0.077, -0.048, -0.045, -0.027, -0.007, -0.030, -0.062, -0.135
 -0.070, -0.022, -0.027, -0.015,  0.000, -0.007, -0.043, -0.110
 -0.058, -0.015, -0.022, -0.005,  0.013, -0.002, -0.027, -0.080
 -0.055, -0.010, -0.010,  0.003,  0.030,  0.015, -0.002, -0.050
 -0.060, -0.015, -0.012,  0.000,  0.038,  0.030,  0.000, -0.020
 -0.065, -0.020, -0.010,  0.003,  0.035,  0.035,  0.010, -0.020
 -0.065, -0.030, -0.010,  0.003,  0.045,  0.035,  0.010, -0.020
 -0.098, -0.058, -0.038, -0.007,  0.025,  0.025,  0.010, -0.015
